iter	Logloss
290	0.04695527422
291	0.04682523734
292	0.04657919073
293	0.04625945714
294	0.04608657122
295	0.04594694469
296	0.04586516305
297	0.04577589822
298	0.04547424376
299	0.0453367472
300	0.04516655161
301	0.04515821074
302	0.04487498638
303	0.04478349533
304	0.0445877254
305	0.04441242822
306	0.04428085748
307	0.04414535465
308	0.04395468137
309	0.04374054228
310	0.04344014482
311	0.04313862445
312	0.04286304284
313	0.04275783406
314	0.04234172066
315	0.04205816198
316	0.04200384449
317	0.04174129705
318	0.04136908564
319	0.04098466833
320	0.04078083594
321	0.04034300456
322	0.04014746879
323	0.04009533782
324	0.03991381674
325	0.03981008736
326	0.03977689824
327	0.03956167722
328	0.03934647885
329	0.03906145273
330	0.03883218567
331	0.03860016143
332	0.03825139202
333	0.03807443308
334	0.03797634498
335	0.03797040714
336	0.03781873735
337	0.03756002612
338	0.03736634133
339	0.03706621899
340	0.03686401272
341	0.03662559881
342	0.0365242288
343	0.03637265596
344	0.03626246571
345	0.03614455437
346	0.03595686762
347	0.03570589561
348	0.03549299027
349	0.03525711818
350	0.03504286572
351	0.0349017434
352	0.0347139743
353	0.03454320101
354	0.03430746571
355	0.0342285324
356	0.03409435648
357	0.03399199394
358	0.03398507716
359	0.03386646159
360	0.03371857583
361	0.0336670182
362	0.03340125104
363	0.03318704349
364	0.03297700639
365	0.03273314665
366	0.03248686474
367	0.03238439742
368	0.03229313893
369	0.0322052105
370	0.03220100949
371	0.03218045447
372	0.03195816795
373	0.03184609638
374	0.03178635601
375	0.03168066005
376	0.03153447779
377	0.0314507636
378	0.03136152277
379	0.03130065354
380	0.03115161711
381	0.03101408828
382	0.03096206481
383	0.03078462893
384	0.03067560396
385	0.03060468939
386	0.03055535135
387	0.03048391483
388	0.0301516665
389	0.02992733388
390	0.02982005839
391	0.02972020697
392	0.02967621283
393	0.02955665689
394	0.02951789949
395	0.02927865887
396	0.02909831383
397	0.02906140137
398	0.02879566858
399	0.02878001651
400	0.0287444231
401	0.02870408634
402	0.02858602085
403	0.02846130233
404	0.02843567828
405	0.02832869784
406	0.02825501108
407	0.02825010385
408	0.02815902434
409	0.02802293336
410	0.02789083655
411	0.02781008777
412	0.02770498464
413	0.0275973715
414	0.02755670837
415	0.02747273806
416	0.02740451085
417	0.02734938844
418	0.02727971298
419	0.02719200246
420	0.02694245748
421	0.02681239042
422	0.02665311954
423	0.0264807364
424	0.02634500208
425	0.0262797527
426	0.02616479097
427	0.02606747729
428	0.02601545937
429	0.02590541982
430	0.02587726776
431	0.0258423731
432	0.02580422464
433	0.02567283747
434	0.0256300842
435	0.02561006208
436	0.02555520724
437	0.02544656307
438	0.02524719922
439	0.02517216636
440	0.02508195324
441	0.02500237216
442	0.02488874131
443	0.02470083247
444	0.02463327268
445	0.02460649782
446	0.02458658406
447	0.02450820509
448	0.02447672788
449	0.02442988322
450	0.02437163892
451	0.02433507009
452	0.02427335863
453	0.0242172852
454	0.0241977665
455	0.02408454124
456	0.02390858948
457	0.02376160909
458	0.0235729155
459	0.02343496737
460	0.02341733154
461	0.02334307695
462	0.02331146277
463	0.02324709448
464	0.02321139093
465	0.0231936558
466	0.02314735472
467	0.02310830451
468	0.02294253583
469	0.02286696802
470	0.02277413153
471	0.02261297193
472	0.02255117653
473	0.02250676633
474	0.02244326254
475	0.02237038436
476	0.0223348477
477	0.02226381821
478	0.02216584755
479	0.02200785035
480	0.02194780306
481	0.0219170004
482	0.02189924334
483	0.02165158076
484	0.02156956601
485	0.02150049967
486	0.02137151303
487	0.02126484627
488	0.0211497703
489	0.02099486349
490	0.02086479837
491	0.02070980998
492	0.02068609379
493	0.02067315442
494	0.02063705194
495	0.02060071556
496	0.02047426215
497	0.02044114627
498	0.02042842253
499	0.02035303804
500	0.02030409369
501	0.02017221226
502	0.0200537895
503	0.02002275124
504	0.02001445157
505	0.01992514488
506	0.01989110134
507	0.01985711984
508	0.01982631044
509	0.01979011114
510	0.01974121334
511	0.0196660994
512	0.0196327203
513	0.01960246134
514	0.01944194641
515	0.01935926088
516	0.01933191799
517	0.0193190815
518	0.01923669869
519	0.01914837436
520	0.01902712637
521	0.01893266697
522	0.01885507324
523	0.0188485066
524	0.01879137025
525	0.01876834713
526	0.01872134566
527	0.01868322124
528	0.01865516726
529	0.01864032427
530	0.01857993742
531	0.01854769719
532	0.01853259398
533	0.01848002745
534	0.01843793874
535	0.01835081128
536	0.01827711109
537	0.01821226077
538	0.0181500458
539	0.01806359427
540	0.01805631929
541	0.01798744925
542	0.01783467762
543	0.01766112875
544	0.017625544
545	0.01760201926
546	0.01756536892
547	0.01747342984
548	0.01743092335
549	0.01738421045
550	0.01732681572
551	0.01730795637
552	0.01719760883
553	0.01716478007
554	0.01712376452
555	0.01706266081
556	0.0170051561
557	0.01696196659
558	0.01686767539
559	0.01680052577
560	0.01673644632
561	0.01665734589
562	0.01654118599
563	0.01648102984
564	0.01646106278
565	0.01645315967
566	0.01641001302
567	0.01640450752
568	0.01634652216
569	0.01633710287
570	0.01630705488
571	0.01626979998
572	0.01621840053
573	0.01614609552
574	0.01613717797
575	0.01606417318
576	0.01601386318
577	0.01596129885
578	0.01592928737
579	0.01581457231
580	0.01568792089
581	0.01563740332
582	0.01560455401
583	0.01559712312
584	0.01555181393
585	0.01551034833
586	0.01548300858
587	0.01546635389
588	0.01541042449
589	0.01537843972
590	0.01535515931
591	0.01532207361
592	0.0152939708
593	0.01523188566
594	0.01517740758
595	0.0151496404
596	0.01510110097
597	0.01505645132
598	0.01500628773
599	0.01496120471
600	0.01492052996
601	0.01488192556
602	0.0148722576
603	0.01483648523
604	0.01479908482
605	0.01476528758
606	0.01471547672
607	0.01468262899
608	0.01462784466
609	0.01456129599
610	0.01446088
611	0.01442406937
612	0.01441267855
613	0.01434358354
614	0.01431375387
615	0.01429531243
616	0.01427191307
617	0.01425897059
618	0.01421645137
619	0.01419973492
620	0.01415668383
621	0.01412086844
622	0.01411045909
623	0.01407988056
624	0.0140536257
625	0.01402994547
626	0.01398800916
627	0.01393963471
628	0.01390997505
629	0.01382783182
630	0.01379407842
631	0.01375437583
632	0.01374316641
633	0.01370956468
634	0.01368275695
635	0.01363864193
636	0.01359977057
637	0.01355566901
638	0.01352831413
639	0.01342610689
640	0.01336159323
641	0.01332789246
642	0.01330639232
643	0.01327264907
644	0.01318412657
645	0.01315262038
646	0.01309647803
647	0.01308453704
648	0.01306306361
649	0.01303046015
650	0.01300930149
651	0.01298256272
652	0.01296763965
653	0.01293117752
654	0.01290248029
655	0.01287571966
656	0.01285602518
657	0.01283526529
658	0.01279926748
659	0.01277278438
660	0.01274551415
661	0.01273208156
662	0.01267950964
663	0.01266420533
664	0.01265121755
665	0.01260753645
666	0.01257106437
667	0.0125491062
668	0.0125295612
669	0.01251789651
670	0.01249698321
671	0.01248201831
672	0.01247465669
673	0.01244733135
674	0.01243954338
675	0.01242807981
676	0.01241515958
677	0.01240360483
678	0.01238360701
679	0.01231168969
680	0.0122804034
681	0.01226474789
682	0.01224197
683	0.01221860466
684	0.01219088022
685	0.01212995978
686	0.01210681063
687	0.01209269728
688	0.01209265686
689	0.01208299028
690	0.0120749024
691	0.01206441339
692	0.01203327662
693	0.01202348861
694	0.01200657955
695	0.0119454136
696	0.01189557598
697	0.01186838009
698	0.01184976318
699	0.0118241081
700	0.0118222818
701	0.01180882342
702	0.0117909616
703	0.01175956473
704	0.0117130996
705	0.01169577498
706	0.01166889249
707	0.01165567743
708	0.01164901317
709	0.01162993795
710	0.0116032469
711	0.01157930013
712	0.01155378978
713	0.01155378189
714	0.01151282262
715	0.01147548368
716	0.01143829134
717	0.01141935995
718	0.01140634031
719	0.01139759243
720	0.01136598011
721	0.01135553603
722	0.01127713429
723	0.01125241285
724	0.01121809432
725	0.01118489817
726	0.01115955573
727	0.01113813192
728	0.01111640199
729	0.01111529674
730	0.01111535611
731	0.01108878261
732	0.01106696866
733	0.01101383977
734	0.01098647221
735	0.01096960446
736	0.01094673599
737	0.01089871313
738	0.01089044256
739	0.01085622051
740	0.01083529155
741	0.01082284098
742	0.01077815046
743	0.010753637
744	0.01075360436
745	0.01073070421
746	0.01072344813
747	0.01070653247
748	0.01069404369
749	0.01067117221
750	0.01067108536
751	0.01065954007
752	0.01065081991
753	0.01064300685
754	0.01060968797
755	0.01059761126
756	0.01058879107
757	0.01056352716
758	0.01055608906
759	0.01054066346
760	0.01053478371
761	0.01052725221
762	0.01050656049
763	0.01042702186
764	0.01039683583
765	0.0103771333
766	0.01035223858
767	0.01033668951
768	0.0103206846
769	0.01031989646
770	0.01030899118
771	0.01029838852
772	0.01027644373
773	0.01026956013
774	0.01025879778
775	0.01023356733
776	0.0101976076
777	0.01017707878
778	0.01015523586
779	0.01014580493
780	0.01012778833
781	0.0100888385
782	0.01007389663
783	0.01007388368
784	0.01005423393
785	0.01003155156
786	0.01000155651
787	0.009994598231
788	0.009971982978
789	0.009971935391
790	0.009971748664
791	0.009966130354
792	0.009944040806
793	0.009927049639
794	0.009920538953
795	0.009911019428
796	0.009896750124
797	0.009874343542
798	0.009853207255
799	0.00982732121
800	0.00981963102
801	0.00981963102
802	0.009814982817
803	0.009800828509
804	0.009798013117
805	0.00973229532
806	0.00972354448
807	0.009677178265
808	0.009660622445
809	0.009633299438
810	0.009625107253
811	0.009611251417
812	0.00959795771
813	0.009597924237
814	0.009590039571
815	0.00958314325
816	0.009583100097
817	0.009580621078
818	0.009561841584
819	0.009550230749
820	0.009513426518
821	0.009503924627
822	0.009485696093
823	0.009466305289
824	0.009466284763
825	0.009450549933
826	0.009432871979
827	0.009428693144
828	0.009425754535
829	0.009414715282
830	0.009410904739
831	0.009410706741
832	0.009385174351
833	0.00937327283
834	0.009351271314
835	0.009351235727
836	0.009348955355
837	0.009329920159
838	0.00932490301
839	0.009318272446
840	0.009304646206
841	0.009301140426
842	0.009295432452
843	0.009282370351
844	0.009268822066
845	0.009237109858
846	0.009237032587
847	0.00922844056
848	0.009198311486
849	0.009178593321
850	0.009166001778
851	0.009162149886
852	0.009143881162
853	0.009128882132
854	0.00912887708
855	0.009128448326
856	0.009117715755
857	0.009100684258
858	0.009088472315
859	0.009081644301
860	0.009078092283
861	0.009074860856
862	0.009061545214
863	0.009034332818
864	0.009008167988
865	0.008984431669
866	0.008984370297
867	0.008956356619
868	0.008949858066
869	0.008936406473
870	0.008892682704
871	0.008864286814
872	0.008854575951
873	0.008832953069
874	0.008813317252
875	0.008801284355
876	0.008784912281
877	0.008771008847
878	0.008745889265
879	0.008715367397
880	0.008706645626
881	0.008695029279
882	0.008679630256
883	0.008674460836
884	0.008658354241
885	0.008649159221
886	0.008642115032
887	0.008632466768
888	0.008629381002
889	0.008616857547
890	0.008605038234
891	0.008593849431
892	0.008593861293
893	0.008593414618
894	0.008593406408
895	0.008591139312
896	0.00857563611
897	0.008567765145
898	0.008567788307
899	0.008563263651
900	0.008563306173
901	0.008563073754
902	0.008556095759
903	0.008544473588
904	0.008532665006
905	0.008515050757
906	0.008499616444
907	0.008499631808
908	0.008461127044
909	0.00845583473
910	0.008442125289
911	0.008406502158
912	0.008393143314
913	0.008375788669
914	0.00835399057
915	0.008318908756
916	0.008307334142
917	0.008295047793
918	0.008295012316
919	0.008294653983
920	0.008294641558
921	0.008294639773
922	0.008294166259
923	0.008285491697
924	0.00827403326
925	0.008261684151
926	0.008261687199
927	0.008261659725
928	0.008261714247
929	0.008255438197
930	0.0082521309
931	0.008237805571
932	0.008219028237
933	0.008192406628
934	0.008173393748
935	0.008140488716
936	0.008127596552
937	0.008117939696
938	0.008104100347
939	0.008096329664
940	0.0080963344
941	0.008096329348
942	0.008096233349
943	0.008088871941
944	0.008088818366
945	0.008088671623
946	0.008088456957
947	0.008076721083
948	0.008062256733
949	0.008047196052
950	0.008015732111
951	0.008015807997
952	0.008010436182
953	0.007999278704
954	0.007991649472
955	0.007991595679
956	0.007991510635
957	0.007975707568
958	0.007956147109
959	0.007905163477
960	0.007895486744
961	0.007895480853
962	0.007888145248
963	0.007866670901
964	0.007852847803
965	0.007847596831
966	0.007832995242
967	0.007832819276
968	0.007832466378
969	0.007819449112
970	0.007806344265
971	0.007806361633
972	0.007796656636
973	0.007785604128
974	0.007785120264
975	0.007785063217
976	0.007774204166
977	0.007774238684
978	0.007763878328
979	0.007757534808
980	0.007750054976
981	0.007740475626
982	0.007727442079
983	0.007727373662
984	0.007720442076
985	0.007709342222
986	0.007692659303
987	0.007686396924
988	0.007675337313
989	0.00766358886
990	0.00764015437
991	0.007634219619
992	0.007626302999
993	0.007617728954
994	0.007605880681
995	0.007603765089
996	0.007585982317
997	0.007584669128
998	0.007570024488
999	0.007556616812
