iter	MultiClass
0	0.9765564159
1	0.8850424455
2	0.8146348828
3	0.7390929024
4	0.6810395715
5	0.6221242767
6	0.5831969968
7	0.5389984711
8	0.5021324355
9	0.4716006922
10	0.4377454596
11	0.4135242653
12	0.3876174109
13	0.364423072
14	0.3439030064
15	0.324337245
16	0.307918034
17	0.2935313833
18	0.2820398892
19	0.2717567552
20	0.2595826354
21	0.2497640887
22	0.23688488
23	0.2277269596
24	0.220061426
25	0.2129989767
26	0.203923788
27	0.1973469794
28	0.1893425109
29	0.1818245462
30	0.1764275269
31	0.1717111213
32	0.1665574594
33	0.1612338984
34	0.1551355931
35	0.1499387889
36	0.1445829733
37	0.1388379313
38	0.1354315894
39	0.1320015912
40	0.1289624973
41	0.1251778602
42	0.1218589335
43	0.1191908443
44	0.1152575485
45	0.1126374868
46	0.1105131641
47	0.1077947643
48	0.1055937004
49	0.1025898421
50	0.09968235699
51	0.09765901949
52	0.09585887367
53	0.09301371367
54	0.09115873998
55	0.08943384795
56	0.08758476352
57	0.08494659404
58	0.08333531139
59	0.08158422153
60	0.07984324818
61	0.07786618461
62	0.07669895061
63	0.07536338234
64	0.07390384828
65	0.07305781234
66	0.07140539867
67	0.06962390444
68	0.06848078746
69	0.06748490668
70	0.06657847386
71	0.06531882381
72	0.06410469306
73	0.06278705111
74	0.06182968758
75	0.06083839039
76	0.06007243799
77	0.0593051689
78	0.05831103713
79	0.05714575021
80	0.05634565306
81	0.05556320196
82	0.05459782911
83	0.05350738444
84	0.05266808699
85	0.05182801851
86	0.05092991742
87	0.05006581107
88	0.04915501321
89	0.04816761942
90	0.04756022369
91	0.04673202305
92	0.04617006628
93	0.04550663348
94	0.04511301781
95	0.0444810915
96	0.04387174279
97	0.04323843303
98	0.0426303422
99	0.04186805907
100	0.04152994959
101	0.04086203242
102	0.04046423959
103	0.03994615315
104	0.0394460915
105	0.03904839922
106	0.03865771258
107	0.03820924659
108	0.03786274668
109	0.03743412695
110	0.03705390282
111	0.03669088785
112	0.03627138693
113	0.03593896372
114	0.03563733358
115	0.03524413857
116	0.03484319688
117	0.03448381376
118	0.03417355639
119	0.03373528286
120	0.03342258904
121	0.0330922674
122	0.03275451098
123	0.03248340474
124	0.03218469492
125	0.03187383726
126	0.03154853352
127	0.03118711367
128	0.0309470898
129	0.03067267529
130	0.03035446777
131	0.03010350764
132	0.02989592616
133	0.02958009459
134	0.02931062725
135	0.02904095711
136	0.02864165357
137	0.02843507611
138	0.02819897406
139	0.02791137236
140	0.02766732435
141	0.02745376753
142	0.02710941648
143	0.02689095897
144	0.02664158043
145	0.02641868131
146	0.02619428346
147	0.02603686115
148	0.02583415411
149	0.02555205667
150	0.02534222639
151	0.02516464806
152	0.02500041497
153	0.02474360126
154	0.02450700901
155	0.02427622982
156	0.02412425821
157	0.0239263122
158	0.02375830757
159	0.0235604179
160	0.02336301612
161	0.02321042473
162	0.02302872715
163	0.02283713637
164	0.02271381481
165	0.02253029437
166	0.0223866436
167	0.02218065982
168	0.02204204751
169	0.02186570079
170	0.02174348836
171	0.02163059328
172	0.02147634249
173	0.02133073413
174	0.02112381881
175	0.02101142516
176	0.02084553178
177	0.02063723453
178	0.02053829216
179	0.02033618771
180	0.02013211365
181	0.01994624132
182	0.01982962585
183	0.019723984
184	0.01962419771
185	0.0195174789
186	0.01939900448
187	0.01929139786
188	0.01917702185
189	0.01907899821
190	0.01895852882
191	0.01886823174
192	0.01870223554
193	0.01861543713
194	0.01851003518
195	0.01836763451
196	0.01823234413
197	0.0180913076
198	0.01797397113
199	0.01790792091
200	0.01782290252
201	0.01772654712
202	0.01762180734
203	0.01752556232
204	0.01745024493
205	0.01732410088
206	0.01724754921
207	0.0171516631
208	0.01705244676
209	0.01690951697
210	0.01679471998
211	0.01673294585
212	0.01663516049
213	0.01651922228
214	0.01640097081
215	0.0163089918
216	0.01621453227
217	0.01614098119
218	0.01607293751
219	0.0159884548
220	0.01592200984
221	0.01580107685
222	0.01572949119
223	0.01560930788
224	0.01551688399
225	0.01546682034
226	0.01538204574
227	0.01529859925
228	0.01523504776
229	0.01517486994
230	0.01507729321
231	0.01500473032
232	0.01494217029
233	0.0148630692
234	0.01480623261
235	0.0147261
236	0.01465039055
237	0.01457681879
238	0.01449513293
239	0.01440831875
240	0.01430437719
241	0.01424530411
242	0.01414380143
243	0.0140566043
244	0.01400839021
245	0.01393499704
246	0.01387872006
247	0.01379607718
248	0.0137044211
249	0.01365160951
250	0.01355852022
251	0.0134985051
252	0.01344437271
253	0.01337175028
254	0.01331741888
255	0.01326264565
256	0.01321741677
257	0.01315916816
258	0.0130887878
259	0.01302679654
260	0.01294095373
261	0.0129006483
262	0.01284209457
263	0.01279692202
264	0.01274118951
265	0.01269153826
266	0.01263208691
267	0.0125862069
268	0.01254058912
269	0.0124806579
270	0.01242566818
271	0.01237049249
272	0.01230769581
273	0.01223087181
274	0.01216756838
275	0.01212603462
276	0.01206493731
277	0.01202756303
278	0.01197200221
279	0.01193121165
280	0.0118800572
281	0.01183391453
282	0.01178789022
283	0.01175322143
284	0.01168285547
285	0.01163946844
286	0.01159500177
287	0.01155060754
288	0.01150960276
289	0.01147459695
290	0.01142263996
291	0.01136553352
292	0.0113148972
293	0.01126100331
294	0.01122089993
295	0.01118454152
296	0.01113662958
297	0.01108302543
298	0.01101938498
299	0.01095898088
