iter	RMSE
451	0.5825316959
452	0.5823525677
453	0.5821973673
454	0.5820346166
455	0.5818688601
456	0.5816574897
457	0.5815458037
458	0.5813329209
459	0.5811571603
460	0.5808376662
461	0.5806978193
462	0.5805220504
463	0.5803477493
464	0.5799345099
465	0.5797827531
466	0.5796502078
467	0.5794712727
468	0.579115352
469	0.5789718332
470	0.5787615961
471	0.5783933554
472	0.5782410681
473	0.5781071297
474	0.5779947476
475	0.577863412
476	0.5776812895
477	0.5774774083
478	0.5773689146
479	0.5772443885
480	0.5769500931
481	0.5768407904
482	0.5766998142
483	0.5764379347
484	0.5763549058
485	0.5761699979
486	0.5760221093
487	0.5758609092
488	0.5757257111
489	0.5753309183
490	0.5750283449
491	0.5749021665
492	0.5745345821
493	0.5742573089
494	0.5739945536
495	0.573682276
496	0.5734095256
497	0.5733247127
498	0.5730612117
499	0.5729374011
500	0.5726325095
501	0.5725002389
502	0.5722738626
503	0.572087891
504	0.5719795862
505	0.5717405591
506	0.5713755462
507	0.5712303766
508	0.5710313568
509	0.5707929052
510	0.5706514322
511	0.5703326969
512	0.5701843297
513	0.5700400935
514	0.5699113314
515	0.569737112
516	0.5693958693
517	0.5692682736
518	0.5691873095
519	0.5690464766
520	0.5688849953
521	0.5687098751
522	0.5685133918
523	0.5682200134
524	0.5680748058
525	0.5677417084
526	0.5676408709
527	0.5675214284
528	0.5673110242
529	0.567142299
530	0.5668693125
531	0.566670059
532	0.5665493357
533	0.5664297423
534	0.5663129392
535	0.5661996573
536	0.5661041818
537	0.5660330308
538	0.5658744396
539	0.5657352506
540	0.5655617884
541	0.5654180459
542	0.565291288
543	0.5651772235
544	0.5649502021
545	0.5648680712
546	0.5647541561
547	0.5645778836
548	0.5645001073
549	0.5643879288
550	0.5642665355
551	0.5640946773
552	0.5639689187
553	0.5638722029
554	0.5637987771
555	0.5636744262
556	0.5634693081
557	0.5633406371
558	0.5631007937
559	0.5629719873
560	0.5627756328
561	0.5626893729
562	0.5625434236
563	0.5624208951
564	0.5622881639
565	0.5621996257
566	0.5620023796
567	0.5618866921
568	0.5617393822
569	0.5614716309
570	0.5613184168
571	0.5612173802
572	0.5610852405
573	0.5609824247
574	0.5607482946
575	0.5605401735
576	0.5604594123
577	0.5603579691
578	0.5602673547
579	0.560039739
580	0.559905107
581	0.5598041799
582	0.559616395
583	0.5594189836
584	0.5592856024
585	0.5591053976
586	0.5590309565
587	0.55872996
588	0.5586686975
589	0.5585759898
590	0.5585205064
591	0.5583066802
592	0.5580473699
593	0.557946105
594	0.5578712
595	0.5577550252
596	0.5576845483
597	0.5575754252
598	0.5574445393
599	0.5573565624
600	0.5570570788
601	0.5569227691
602	0.5568473455
603	0.5567371781
604	0.5566188553
605	0.556536574
606	0.5564104234
607	0.5562002806
608	0.5559664394
609	0.5557758119
610	0.5556671645
611	0.5555585831
612	0.5552964588
613	0.5551851144
614	0.5550822987
615	0.5550009144
616	0.5548867249
617	0.554777125
618	0.5547269551
619	0.554571183
620	0.5544961997
621	0.5544088707
622	0.5543464987
623	0.5541042146
624	0.5539687182
625	0.5538969706
626	0.5536144496
627	0.5534005694
628	0.5533255908
629	0.5530913369
630	0.5529605567
631	0.5528598845
632	0.5527199257
633	0.5526413535
634	0.5524119479
635	0.5523443832
636	0.552212474
637	0.5520555255
638	0.5518464119
639	0.5517512
640	0.5516870014
641	0.5515975651
642	0.5514236792
643	0.5513228349
644	0.5512329746
645	0.5511319118
646	0.5509330042
647	0.5508176015
648	0.5506559519
649	0.5505487436
650	0.5503493702
651	0.5502350022
652	0.5500817782
653	0.5499030065
654	0.5498067953
655	0.5497121259
656	0.5496033615
657	0.5494954522
658	0.5494441959
659	0.5492796439
660	0.5492019255
661	0.5490019284
662	0.5489030041
663	0.5487721787
664	0.5487142548
665	0.5484676091
666	0.5483102094
667	0.5482658981
668	0.54816048
669	0.5480386387
670	0.5478569026
671	0.5478013519
672	0.5476093694
673	0.5473519376
674	0.5472620325
675	0.5470815489
676	0.5469386968
677	0.5468490325
678	0.5466958579
679	0.5465450858
680	0.5464563666
681	0.5462619485
682	0.5461350353
683	0.5460512016
684	0.5459179299
685	0.5456910857
686	0.5455163009
687	0.5454417586
688	0.5453362244
689	0.5452397507
690	0.5450924796
691	0.5450020657
692	0.5448765823
693	0.5447953833
694	0.5447403304
695	0.5446563933
696	0.5444850775
697	0.54442926
698	0.544265234
699	0.5441324981
700	0.5440687434
701	0.5439938486
702	0.5439276976
703	0.5437042557
704	0.5434946677
705	0.5434126773
706	0.5432932919
707	0.5431835224
708	0.5430949635
709	0.5430415246
710	0.542977722
711	0.5427911926
712	0.5426232367
713	0.5425326393
714	0.5424234657
715	0.5422942847
716	0.5422516765
717	0.5421797133
718	0.5421254874
719	0.5419012121
720	0.541691065
721	0.5415729926
722	0.5415037699
723	0.5414216056
724	0.5413374632
725	0.5412236541
726	0.541068596
727	0.5409947762
728	0.5409192037
729	0.5408472566
730	0.5408078425
731	0.5407473557
732	0.5406396622
733	0.5404298201
734	0.5402192322
735	0.5401464872
736	0.5400509921
737	0.5399724476
738	0.539767104
739	0.5396544492
740	0.5395758466
741	0.5395082018
742	0.5394310896
743	0.5393026259
744	0.5392008949
745	0.5391005642
746	0.5389886662
747	0.5388908107
748	0.5387380401
749	0.5386160853
750	0.538538257
751	0.5383959451
752	0.5383157497
753	0.5382485913
754	0.5381324674
755	0.5380762862
756	0.5380092071
757	0.5379278766
758	0.5377462795
759	0.5376001716
760	0.5375303277
761	0.5374934172
762	0.5373995383
763	0.5373262062
764	0.5372302189
765	0.5371591704
766	0.5370980832
767	0.5369698774
768	0.5369378313
769	0.5368691604
770	0.5367913793
771	0.5367011362
772	0.5366096008
773	0.5365569332
774	0.5365064517
775	0.5364734881
776	0.5363892453
777	0.5363181103
778	0.536178206
779	0.5359788649
780	0.5359213796
781	0.5358513669
782	0.5357668271
783	0.5356853035
784	0.5356246492
785	0.5354808865
786	0.5352583153
787	0.5351846284
788	0.5351065433
789	0.5350530222
790	0.5350099981
791	0.5349244629
792	0.5348317433
793	0.5347855634
794	0.5347173954
795	0.5346652796
796	0.5345272756
797	0.5344663343
798	0.5343833357
799	0.534349894
800	0.5342892131
801	0.5341765156
802	0.5340848463
803	0.5340508489
804	0.5340094126
805	0.5338972047
806	0.5338097387
807	0.5337132441
808	0.53361027
809	0.5335352735
810	0.5334517847
811	0.5333376529
812	0.5332073254
813	0.5331417016
814	0.5330732442
815	0.5329028269
816	0.5327517567
817	0.5326925077
818	0.5326103314
819	0.5325344887
820	0.5324221708
821	0.5322680645
822	0.532203935
823	0.5320746564
824	0.5318824955
825	0.5317431445
826	0.5315870387
827	0.5315178736
828	0.5313849417
829	0.5313233758
830	0.5312413786
831	0.531155871
832	0.5309863409
833	0.530893595
834	0.5308187202
835	0.5306994998
836	0.5306022776
837	0.5305477273
838	0.5304231063
839	0.5302894895
840	0.5302290439
841	0.5301319578
842	0.5300194436
843	0.5299643857
844	0.5298625033
845	0.5297357913
846	0.5296472847
847	0.5295587282
848	0.5294918582
849	0.5293667421
850	0.5292489829
851	0.5291466363
852	0.529085053
853	0.5289760795
854	0.5289045541
855	0.5287859729
856	0.5287444236
857	0.5286843171
858	0.5286183806
859	0.5284416892
860	0.5283552527
861	0.5283141976
862	0.528232959
863	0.528054175
864	0.5279318211
865	0.5277578372
866	0.5277043467
867	0.527653875
868	0.5275698613
869	0.5275153015
870	0.5273484123
871	0.5272290092
872	0.5271368381
873	0.5270567506
874	0.5270034819
875	0.5269231826
876	0.5267890321
877	0.5266816943
878	0.5265439713
879	0.5264846764
880	0.5264035875
881	0.5263282445
882	0.5262702708
883	0.526169264
884	0.5261080592
885	0.5259825941
886	0.5259115399
887	0.5258240831
888	0.5257802587
889	0.525732449
890	0.5256850694
891	0.5256026694
892	0.5254817902
893	0.5253367403
894	0.5252950123
895	0.525228364
896	0.5251393818
897	0.5250412123
898	0.5250039814
899	0.5249289304
900	0.5248564545
901	0.5247817535
902	0.5247141299
903	0.5246530878
904	0.5245610532
905	0.5245222991
906	0.5244681146
907	0.5244133965
908	0.524345518
909	0.5242242799
910	0.5241639078
911	0.5240834074
912	0.5240170933
913	0.5239789114
914	0.5238465839
915	0.5237854937
916	0.5237247825
917	0.5236575786
918	0.5235149508
919	0.5233949188
920	0.52320124
921	0.5231049335
922	0.5230729586
923	0.5230059427
924	0.522947007
925	0.5228832105
926	0.5228496826
927	0.5227984452
928	0.5227497923
929	0.5226818998
930	0.5225265242
931	0.5224437998
932	0.5223898066
933	0.5223320914
934	0.5222562212
935	0.5222213348
936	0.5220820358
937	0.5220289737
938	0.5219644371
939	0.5219346022
940	0.5218004702
941	0.5217503495
942	0.5216868662
943	0.5216064894
944	0.5214761948
945	0.5213857267
946	0.5213491678
947	0.5211826082
948	0.5211355206
949	0.5211004119
950	0.5210277354
951	0.5209414639
952	0.520842774
953	0.5207124636
954	0.5205677181
955	0.5204959676
956	0.5203498702
957	0.5203132599
958	0.5202399936
959	0.5201779186
960	0.5201018021
961	0.5200250402
962	0.5199703233
963	0.5198794994
964	0.5197467568
965	0.5197100735
966	0.5196730527
967	0.5195324191
968	0.5194551841
969	0.5193810259
970	0.5193475498
971	0.5192711928
972	0.5192160119
973	0.5190814607
974	0.5189219045
975	0.5188551245
976	0.518795199
977	0.5187283765
978	0.5185612513
979	0.5184975577
980	0.5184082704
981	0.5183397308
982	0.5182761153
983	0.5181415569
984	0.5180016482
985	0.5179244935
986	0.5178577209
987	0.5177817068
988	0.5177089613
989	0.5176543982
990	0.5175198597
991	0.5174579211
992	0.5173429515
993	0.5172913755
994	0.5171802716
995	0.517114204
996	0.517008661
997	0.5169271375
998	0.516891698
999	0.5168059326
1000	0.5167242563
1001	0.5166919783
1002	0.5165655188
1003	0.5164870054
1004	0.5164081234
1005	0.5162480086
1006	0.5161262637
1007	0.5160537531
1008	0.5159931206
1009	0.5159148953
1010	0.5158501869
1011	0.5157276238
1012	0.5156804987
1013	0.5155506361
1014	0.5154789258
1015	0.5153874835
1016	0.515255793
1017	0.5152150425
1018	0.5151594464
1019	0.5150134514
1020	0.5149172132
1021	0.5148442575
1022	0.5147736285
1023	0.5147117289
1024	0.5146141791
1025	0.5144855056
1026	0.5144285342
1027	0.5143573982
1028	0.5142907259
1029	0.5141799593
1030	0.5141107653
1031	0.5140610945
1032	0.5139070887
1033	0.5138622198
1034	0.5138110017
1035	0.5137403733
1036	0.513684639
1037	0.5136369124
1038	0.5135751863
1039	0.5134608417
1040	0.5134010284
1041	0.5133376293
1042	0.5131947209
1043	0.5131415256
1044	0.5130985181
1045	0.5130705806
1046	0.5130240931
1047	0.5128410882
1048	0.5127704887
1049	0.5126456622
1050	0.5125752763
1051	0.5125197432
1052	0.5124511227
1053	0.5123808554
1054	0.512305596
1055	0.5121799614
1056	0.5120637136
1057	0.5119876246
1058	0.5119446176
1059	0.5118694836
1060	0.5118244395
1061	0.5117550604
1062	0.5117149407
1063	0.5116520339
1064	0.5115763093
1065	0.5115053016
1066	0.5114610716
1067	0.5113922933
1068	0.5113501418
1069	0.5112681861
1070	0.5112023542
1071	0.5111572999
1072	0.511017177
1073	0.5109689639
1074	0.5109018075
1075	0.5108320836
1076	0.5107599468
1077	0.5106418654
1078	0.51056743
1079	0.5105155855
1080	0.5104435688
1081	0.5104159638
1082	0.510345933
1083	0.5102872403
1084	0.5102208193
1085	0.5101757499
1086	0.5100288575
1087	0.5099907241
1088	0.5099569287
1089	0.5098857653
1090	0.5098439577
1091	0.5097966215
1092	0.5097408539
1093	0.5097075645
1094	0.5096392576
1095	0.5095774749
1096	0.5095359654
1097	0.5095073525
1098	0.5094651253
1099	0.5093676556
1100	0.5093306982
1101	0.5092609929
1102	0.5091710892
1103	0.5090247749
1104	0.5089616234
1105	0.5089184931
1106	0.5088617491
1107	0.5088022717
1108	0.508672932
1109	0.5086315933
1110	0.5085710866
1111	0.5085238294
1112	0.5084562392
1113	0.5084160698
1114	0.508378338
1115	0.5083114602
1116	0.5082418444
1117	0.508202056
1118	0.5080908573
1119	0.5079772387
1120	0.5079333813
1121	0.5078931503
1122	0.5078383054
1123	0.5077842365
1124	0.5077484451
1125	0.5076461708
1126	0.5075048582
1127	0.5074666039
1128	0.5074125234
1129	0.5073226419
1130	0.5072399489
1131	0.5071783888
1132	0.5070395053
1133	0.506981782
1134	0.5069250778
1135	0.50687087
1136	0.506755509
1137	0.5066423648
1138	0.5065917166
1139	0.5065347392
1140	0.5064870738
1141	0.5064018376
1142	0.5063542588
1143	0.5063144659
1144	0.5062077265
1145	0.5061417842
1146	0.5060710915
1147	0.5059478139
1148	0.5058782676
1149	0.5057682864
1150	0.505705554
1151	0.5056538354
1152	0.5055929052
1153	0.5054842527
1154	0.5054308587
1155	0.5053670404
1156	0.505306865
1157	0.5052732533
1158	0.505200214
1159	0.5051739111
1160	0.5051281897
1161	0.5050656486
1162	0.5049678293
1163	0.504902868
1164	0.504865699
1165	0.50476239
1166	0.5046950974
1167	0.5046611835
1168	0.5046146867
1169	0.5045643797
1170	0.504502635
1171	0.5044494798
1172	0.5043905266
1173	0.5043276642
1174	0.5042350547
1175	0.5041664301
1176	0.5040830878
1177	0.503914882
1178	0.5038054084
1179	0.5037693901
1180	0.5036755018
1181	0.5035937007
1182	0.5035521108
1183	0.5034528222
1184	0.5033903209
1185	0.5033329728
1186	0.5032360855
1187	0.5031689077
1188	0.503017803
1189	0.5029793607
1190	0.5029337918
1191	0.5028897276
1192	0.5028464762
1193	0.5026881751
1194	0.5026308517
1195	0.5025707098
1196	0.5025066421
1197	0.5024526894
1198	0.5023951794
1199	0.5023060918
1200	0.5022388118
1201	0.5022003963
1202	0.5021582579
1203	0.5020899981
1204	0.5020261002
1205	0.5019636626
1206	0.5019058151
1207	0.5018574393
1208	0.5017950162
1209	0.5017555441
1210	0.5016950784
1211	0.5016323563
1212	0.5015751396
1213	0.5015233013
1214	0.5014748837
1215	0.5014410633
1216	0.5013903627
1217	0.5012964664
1218	0.5012671569
1219	0.5012024018
1220	0.5011583786
1221	0.5010798367
1222	0.5010420202
1223	0.5009535189
1224	0.5008662839
1225	0.5007691422
1226	0.5006765126
1227	0.5005868817
1228	0.5004594665
1229	0.5003372228
1230	0.5003050022
1231	0.5002195092
1232	0.5001629426
1233	0.5000099012
1234	0.4999605266
1235	0.4999232433
1236	0.4998627705
1237	0.4998100166
1238	0.4997457318
1239	0.4996199831
1240	0.4995788664
1241	0.4995066143
1242	0.4993783521
1243	0.4993291136
1244	0.4991759381
1245	0.4991221765
1246	0.4990783085
1247	0.4990269197
1248	0.4989807715
1249	0.4989163018
1250	0.4988661445
1251	0.498813348
1252	0.498763033
1253	0.4987176351
1254	0.498661943
1255	0.4986250847
1256	0.4985894423
1257	0.4985572641
1258	0.4985071096
1259	0.4984514795
1260	0.4983883308
1261	0.4983011548
1262	0.4982619241
1263	0.4982092126
1264	0.4981684717
1265	0.4981094493
1266	0.4980208496
1267	0.4979886533
1268	0.4979136919
1269	0.4978653748
1270	0.4978354122
1271	0.4977723028
1272	0.4977292397
1273	0.4976749779
1274	0.4976211582
1275	0.4975720111
1276	0.4975242996
1277	0.4974114825
1278	0.4973760074
1279	0.4972278814
1280	0.4971867302
1281	0.4971031992
1282	0.4970746206
1283	0.4970269467
1284	0.4968816385
1285	0.4968240514
1286	0.4967582922
1287	0.4967044412
1288	0.49662511
1289	0.4966014969
1290	0.4965724211
1291	0.4965366225
1292	0.4964626734
1293	0.4964270351
1294	0.4963665594
1295	0.4963261608
1296	0.4962726612
1297	0.496226743
1298	0.4961734144
1299	0.4961008163
1300	0.4960448858
1301	0.4959860923
1302	0.4959249019
1303	0.4958690913
1304	0.4958328774
1305	0.4957164441
1306	0.495655279
1307	0.4955845507
1308	0.4955327969
1309	0.4954926913
1310	0.4954554658
1311	0.4954077071
1312	0.4953801657
1313	0.4953355931
1314	0.4953059109
1315	0.4952625977
1316	0.4952070747
1317	0.4951670422
1318	0.4951118782
1319	0.495064698
1320	0.4950091972
1321	0.4949734205
1322	0.4949174961
1323	0.4948906339
1324	0.4948641297
1325	0.49483027
1326	0.4947936997
1327	0.4947277923
1328	0.4946814893
1329	0.4946041909
1330	0.4945197964
1331	0.4944658142
1332	0.494422496
1333	0.4943770249
1334	0.4943496447
1335	0.4943164738
1336	0.4942584813
1337	0.4942138498
1338	0.4941353723
1339	0.4940823412
1340	0.4940278574
1341	0.4939394855
1342	0.4938333141
1343	0.4937536593
1344	0.4937202667
1345	0.4936708699
1346	0.493631535
1347	0.4935795093
1348	0.4934845457
1349	0.4934564949
1350	0.4934144275
1351	0.4933798038
1352	0.4933102907
1353	0.4932721161
1354	0.4931958905
1355	0.4931634479
1356	0.4930237999
1357	0.4929416634
1358	0.4929077756
1359	0.4928745047
1360	0.4928112698
1361	0.4927587933
1362	0.4926807024
1363	0.4926284244
1364	0.492578461
1365	0.4925448883
1366	0.4925115636
1367	0.4924703142
1368	0.4923613051
1369	0.4923081711
1370	0.49225761
1371	0.4922230431
1372	0.4921683117
1373	0.4921375627
1374	0.4920942649
1375	0.4920604848
1376	0.4920281851
1377	0.4919271773
1378	0.491791141
1379	0.4917404618
1380	0.491690406
1381	0.4916448658
1382	0.4916116654
1383	0.4915826784
1384	0.4915281864
1385	0.4914858149
1386	0.4914278672
1387	0.4913315629
1388	0.4912228474
1389	0.4911563581
1390	0.4911235835
1391	0.4910684951
1392	0.4910393925
1393	0.4909600644
1394	0.4909266781
1395	0.4908232245
1396	0.490770856
1397	0.4907223228
1398	0.4906444181
1399	0.4905787301
1400	0.4905022876
1401	0.4904382414
1402	0.4903904818
1403	0.4903383187
1404	0.4902999137
1405	0.4902573078
1406	0.4902060259
1407	0.4901738669
1408	0.4900709022
1409	0.4900062815
1410	0.4899562915
1411	0.4898377969
1412	0.4897816339
1413	0.4897473343
1414	0.4896951174
1415	0.4895962795
1416	0.4895501376
1417	0.4894913512
1418	0.4894530427
1419	0.4893999344
1420	0.4893690599
1421	0.4893059102
1422	0.4892494288
1423	0.4892007897
1424	0.489163203
1425	0.4890659951
1426	0.4890208207
1427	0.4889490786
1428	0.4888935653
1429	0.4888210017
1430	0.4887892347
1431	0.4887511042
1432	0.4887040841
1433	0.48858874
1434	0.4885585007
1435	0.4884557741
1436	0.488427503
1437	0.4883573603
1438	0.4883263373
1439	0.4882711666
1440	0.4882129502
1441	0.4880894229
1442	0.4880457831
1443	0.4879970874
1444	0.4879011132
1445	0.4878697806
1446	0.4878314387
1447	0.4877937782
1448	0.4877560384
1449	0.487658377
1450	0.4876051292
1451	0.4875635059
1452	0.4875230826
1453	0.4874903632
1454	0.4874752702
1455	0.4874276533
1456	0.4873850814
1457	0.4873288332
1458	0.4872055827
1459	0.487111549
1460	0.4870678138
1461	0.4870247221
1462	0.4869791907
1463	0.4869486738
1464	0.4868803063
1465	0.4868193273
1466	0.4867859686
1467	0.4867495441
1468	0.4867183988
1469	0.4866927148
1470	0.4866372671
1471	0.4865979301
1472	0.4865332431
1473	0.4865081068
1474	0.4864722789
1475	0.4864275337
1476	0.4863351622
1477	0.4862172689
1478	0.4861827849
1479	0.4861326946
1480	0.4861046096
1481	0.4860112564
1482	0.4859817446
1483	0.485895031
1484	0.4858672407
1485	0.485817178
1486	0.4857837906
1487	0.4857511421
1488	0.4857011238
1489	0.4856089715
1490	0.4855688741
1491	0.485519709
1492	0.4854895261
1493	0.4854246752
1494	0.4853771282
1495	0.4853403481
1496	0.485294432
1497	0.4852659331
1498	0.4852267779
1499	0.4851381084
1500	0.4851082041
1501	0.4850579163
1502	0.4850312592
1503	0.4849442129
1504	0.484907124
1505	0.4848791714
1506	0.4848504379
1507	0.4847877596
1508	0.4847403423
1509	0.4846239637
1510	0.4845746596
1511	0.4845218479
1512	0.4844622397
1513	0.4844038941
